college,cases,LAT,LON
Southern University and A&M College,118,30.524558,-91.190105
Southern University at New Orleans,15,30.026162,-90.044912
Tulane University of Louisiana,734,29.940069,-90.122144
University of Louisiana Monroe,163,32.527748,-92.07374
University of Louisiana at Lafayette,140,30.212191,-92.020165
University of New Orleans,47,30.027704,-90.067142
Bates College,5,44.105299,-70.203333
Bowdoin College,3,43.907134,-69.963942
Colby College,12,44.564211,-69.66337
Husson University,2,44.829002,-68.791476
Maine Maritime Academy,4,44.389654,-68.804347
Saint Joseph's College of Maine,11,43.826314000000004,-70.483373
Thomas College,0,44.524909,-69.664734
University of Maine,8,44.899257,-68.669332
University of Maine Farmington,1,44.666911,-70.147121
University of Maine at Augusta,2,44.337746,-69.796396
University of Maine at Fort Kent,2,47.250389,-68.589319
University of Maine at Machias,0,44.708803,-67.458025
University of Maine at Presque Isle,0,46.672285,-68.016343
University of New England,17,43.458591,-70.38535
University of Southern Maine,5,43.662863,-70.274247
College of the Marshall Islands,0,7.102688,171.378129
Bowie State University,46,39.018185,-76.759721
Coppin State University,8,39.311258,-76.658687
Frostburg State University,70,39.650918,-78.934293
Goucher College,0,39.410175,-76.594843
Hood College,20,39.420631,-77.419049
Johns Hopkins University,403,39.328977,-76.621595
Loyola University Maryland,,39.346358,-76.621872
McDaniel College,16,39.584231,-77.001992
Morgan State University,15,39.344161,-76.585565
Mount St. Mary's University,24,39.681705,-77.351887
Notre Dame of Maryland University,6,39.350612,-76.619739
Salisbury University,446,38.34648,-75.604815
St. Mary's College of Maryland,24,38.190904,-76.429097
Stevenson University,45,39.421988,-76.702092
Towson University,491,39.393622,-76.611164
United States Naval Academy,8,38.980507,-76.481692
University of Baltimore,,39.305834,-76.616591
University of Maryland Eastern Shore,35,38.207386,-75.686852
"University of Maryland, Baltimore",1,39.286864,-76.623983
"University of Maryland, Baltimore County",36,39.256686,-76.711607
"University of Maryland, College Park",775,38.988178,-76.944721
Washington College,14,39.217329,-76.06878
American International College,8,42.112346,-72.558338
Amherst College,5,42.372459,-72.518493
Anna Maria College,9,42.330542,-71.91896
Assumption College,5,42.294226,-71.828991
Babson College,13,42.297017,-71.264057
Bay Path University,3,42.055088,-72.583382
Becker College,0,42.269171,-71.811894
Bentley University,14,42.385995,-71.222839
Boston College,222,42.336213,-71.169242
Boston University,183,42.351118,-71.107942
Brandeis University,19,42.365727,-71.260155
Bridgewater State University,8,41.98749,-70.974553
Clark University,8,42.249987,-71.823356
College of Our Lady of the Elms,2,42.141781,-72.60154
College of the Holy Cross,21,42.23752,-71.808214
Curry College,56,42.238061,-71.116539
Dean College,,42.085634,-71.397813
Eastern Nazarene College,9,42.271228,-71.011079
Emerson College,20,42.352202,-71.065384
Emmanuel College,4,42.340602,-71.103634
Endicott College,11,42.553296,-70.840847
Fitchburg State University,6,42.588298,-71.789666
Framingham State University,21,42.297116,-71.437565
Franklin W Olin College of Engineering,1,42.293527,-71.263378
Gordon College,6,42.590567,-70.82151
Hampshire College,0,42.325852,-72.531469
Harvard University,93,42.374471,-71.118313
Hebrew College,1,42.325677,-71.189226
Lasell University,6,42.342148,-71.24347
Lesley University,0,42.38012,-71.117303
Massachusetts College of Art and Design,0,42.336862000000004,-71.099275
Massachusetts College of Liberal Arts,3,42.691361,-73.102817
Massachusetts College of Pharmacy and Health Sciences,20,42.336825,-71.101244
Massachusetts Institute of Technology,58,42.359243,-71.093226
Massachusetts Maritime Academy,1,41.739072,-70.624084
Merrimack College,123,42.668344,-71.124216
Mount Holyoke College,3,42.256838,-72.575511
Nichols College,5,42.044033,-71.930283
Northeastern University,133,42.339992,-71.088782
Pine Manor College,,42.320827,-71.156464
Regis College,1,42.351291,-71.310561
Salem State University,4,42.503575,-70.890234
Simmons University,2,42.3393,-71.099967
Smith College,2,42.318111,-72.638097
Springfield College,5,42.101576,-72.556751
Stonehill College,8,42.05905,-71.080632
Suffolk University,23,42.357945,-71.060917
Tufts University,42,42.40855,-71.118293
University of Massachusetts Amherst,156,42.385999,-72.526728
University of Massachusetts Boston,24,42.312881,-71.036865
University of Massachusetts Dartmouth,29,41.62869,-71.004552
University of Massachusetts Lowell,2,42.652864,-71.326809
University of Massachusetts Medical School,16,42.278002,-71.762144
Wellesley College,3,42.291554,-71.306605
Wentworth Institute of Technology,11,42.336632,-71.094983
Western New England University,9,42.115017,-72.520466
Westfield State University,5,42.132698,-72.796503
Wheaton College,3,41.966637,-71.183979
Williams College,6,42.712725,-73.203132
Worcester Polytechnic Institute,16,42.274853,-71.808339
Worcester State University,0,42.267526,-71.844018
Adrian College,268,41.898591,-84.061481
Albion College,24,42.245049,-84.745639
Alma College,34,43.38004,-84.672053
Alpena Community College,4,45.081647,-83.445069
Andrews University,22,41.963859,-86.355815
Aquinas College,25,42.96019,-85.628785
Bay College,10,45.772586,-87.085228
Bay Mills Community College,1,46.454584,-84.607089
Calvin University,54,42.929916,-85.587548
Central Michigan University,337,43.591203,-84.77525
Cleary University,2,42.586638,-83.879987
Concordia University Ann Arbor,4,42.273157,-83.68268
Cornerstone University,2,42.979966,-85.595328
Davenport University,7,42.850013,-85.533519
Eastern Michigan University,151,42.24694,-83.622501
Ferris State University,259,43.687724,-85.481925
Finlandia University,26,47.127868,-88.588756
Grand Rapids Community College,44,42.967076,-85.665625
Grand Valley State University,1029,42.963001,-85.889826
Henry Ford College,6,42.324639,-83.236056
Hillsdale College,,41.933682,-84.633195
Hope College,54,42.787298,-86.102089
Jackson College,1,42.16483,-84.403942
Kalamazoo College,22,42.290789,-85.601857
Kettering University,4,43.012468,-83.71282
Kuyper College,6,43.02195,-85.592657
Lake Michigan College,3,42.097276,-86.393445
Lake Superior State University,11,46.492849,-84.365573
Lawrence Technological University,24,42.474072,-83.25003
Madonna University,14,42.384323,-83.404722
Michigan State University,1514,42.73212,-84.476111
Michigan Technological University,201,47.11866,-88.548092
Mott Community College,3,43.019941,-83.67243
Northern Michigan University,78,46.559751,-87.406568
Northwestern Michigan College,5,44.765436,-85.585517
Northwood University,76,43.628717,-84.27682
Oakland University,75,42.674573,-83.216418
Olivet College,60,42.442891,-84.923891
Saginaw Valley State University,107,43.51176,-83.964273
Schoolcraft College,13,42.419279,-83.430958
Siena Heights University,17,41.905624,-84.018841
Spring Arbor University,18,42.206568,-84.556074
University of Detroit Mercy,52,42.414222,-83.139158
University of Michigan,628,42.275921,-83.742769
University of Michigan-Dearborn,8,42.317287,-83.231417
University of Michigan-Flint,7,43.01875,-83.690276
Washtenaw Community College,2,42.26361,-83.66559
Wayne State University,97,42.358994,-83.068998
Western Michigan University,733,42.282194,-85.613759
Alexandria Technical & Community College,15,45.873107,-95.372369
Anoka Technical College,7,45.216709,-93.416087
Anoka-Ramsey Community College,29,45.172978,-93.351697
Augsburg University,36,44.966307,-93.240436
Bemidji State University,114,47.482341,-94.874119
Bethany Lutheran College,12,44.166649,-93.990805
Bethel University,71,45.057655,-93.161663
Carleton College,15,44.462318,-93.154666
Central Lakes College-Brainerd,14,46.345863,-94.214266
Central Lakes College-Staples,3,46.389171,-94.798474
Century College,28,45.041823,-92.982105
College of Saint Benedict,,45.561792,-94.319888
Concordia College at Moorhead,161,46.862482,-96.76749
"Concordia University, St. Paul",20,44.949759,-93.154861
Crown College,7,44.885393,-93.743019
Dakota County Technical College,5,44.737255,-93.07805
Fond du Lac Tribal and Community College,2,46.690069,-92.451326
Gustavus Adolphus College,28,44.323626,-93.972196
Hamline University,25,44.966246,-93.164479
Hennepin Technical College,18,45.096534,-93.397759
Hibbing Community College,9,47.422361,-92.921698
Inver Hills Community College,4,44.828599,-93.055255
Itasca Community College,5,47.241919,-93.49555
Lake Superior College,36,46.78455,-92.145151
Macalester College,10,44.938565,-93.168053
Martin Luther College,18,44.30526,-94.472326
Mesabi Range College,6,47.470889,-92.525195
Mesabi Range College,,47.524561,-92.549092
Metropolitan State University,36,44.957256,-93.074361
Minneapolis Community and Technical College,25,44.972679,-93.284507
Minnesota State College Southeast,14,44.024554,-91.618318
Minnesota State Community and Technical College,66,46.289194,-96.097321
Minnesota State University Moorhead,143,46.867153,-96.759532
"Minnesota State University, Mankato",129,44.146712,-93.99945
Minnesota West Community and Technical College,19,44.80755,-95.56172
Normandale Community College,18,44.829706,-93.331673
North Central University,,44.968625,-93.261511
North Hennepin Community College,16,45.106937,-93.374536
Northland Community and Technical College,28,48.124969,-96.162366
Northwest Technical College,7,47.452652,-94.853974
Pine Technical & Community College,5,45.818667,-92.968283
Ridgewater College,17,45.138313,-95.07305
Riverland Community College,20,43.676271,-92.995626
Rochester Community and Technical College,55,44.014488,-92.42321
Saint John's University,,45.580075,-94.393621
Saint Mary's University of Minnesota,32,44.044736,-91.695449
South Central College,4,44.174319,-94.047428
Southwest Minnesota State University,77,44.45373,-95.759548
St. Catherine University,52,44.924926,-93.183761
St. Cloud State University,116,45.553227,-94.152657
St. Cloud Technical and Community College,14,45.579065,-94.175841
St. Olaf College,41,44.461529,-93.182039
St. Paul College,14,44.949186,-93.109646
The College of Saint Scholastica,,46.816082,-92.106134
University of Minnesota Crookston,2,47.802536,-96.606188
University of Minnesota Duluth,190,46.817126,-92.084385
University of Minnesota Morris,8,45.589775,-95.899729
University of Minnesota Rochester,5,44.022339,-92.463471
University of Minnesota Twin Cities,356,44.972851,-93.235464
"University of Northwestern, St. Paul",18,45.033703,-93.167822
University of St. Thomas,249,44.943439,-93.188986
Vermilion Community College,0,47.905184,-91.837777
Winona State University,464,44.046159,-91.643723
Alcorn State University,105,31.877216,-91.142854
Belhaven University,20,32.318415,-90.169228
Delta State University,133,33.744745,-90.735365
Jackson State University,17,32.296105,-90.207405
Millsaps College,43,32.322746,-90.179957
Mississippi College,35,32.335515,-90.329821
Mississippi Delta Community College,45,33.444906,-90.502053
Mississippi State University,582,33.454852,-88.790139
Mississippi University for Women,34,33.493305,-88.418601
Mississippi Valley State University,53,33.514142,-90.341274
Northeast Mississippi Community College,47,34.668339,-88.562609
Rust College,1,34.776862,-89.446999
University of Mississippi,743,34.365529,-89.537434
University of Mississippi Medical Center,498,32.328727,-90.173455
University of Southern Mississippi,301,31.32661,-89.331236
Central Methodist University,243,39.150497,-92.685253
College of the Ozarks,2,36.616019,-93.238174
Crowder College,74,36.814906,-94.368315
Drury University,88,37.219681,-93.286192
Evangel University,131,37.220956,-93.262614
Fontbonne University,12,38.642697,-90.315712
Graceland University at Independence,3,39.094017,-94.433651
Harris-Stowe State University,26,38.631744,-90.224288
Kansas City Art Institute,5,39.046353,-94.583594
Lincoln University of Missouri,10,38.564431,-92.166724
Lindenwood University,137,38.785425,-90.501286
Maryville University Saint Louis,94,38.644774,-90.505998
Missouri Baptist University,64,38.641526,-90.462586
Missouri Southern State University,197,37.095155,-94.461689
Missouri State University,1257,37.199258,-93.281281
Missouri University of Science and Technology,151,37.953426,-91.775583
Missouri Western State University,24,39.7575,-94.785643
Northwest Missouri State University,464,40.351692,-94.883339
Ozarks Technical Community College,327,37.216479,-93.279985
Rockhurst University,30,39.032318,-94.573003
Saint Louis University,190,38.636801,-90.2351
Southeast Missouri State University,342,37.311107,-89.531187
Southwest Baptist University,134,37.602425,-93.407056
St. Louis College of Pharmacy,20,38.636904,-90.260617
St. Louis Community College,32,38.745678,-90.437078
State Fair Community College,111,38.696423,-93.268028
Stephens College,20,38.95204,-92.319204
Truman State University,126,40.188267,-92.581658
University of Central Missouri,572,38.759111,-93.737428
University of Missouri,1936,38.94531,-92.328843
University of Missouri-Kansas City,179,39.034179,-94.582141
University of Missouri-St. Louis,117,38.710312,-90.311091
Washington University in St. Louis,94,38.647929,-90.310604
Webster University,11,38.588875,-90.345151
Westminster College,68,38.849354,-91.955273
William Jewell College,23,39.247844,-94.413126
William Woods University,34,38.860287,-91.950416
Carroll College,8,46.600771,-112.040285
Flathead Valley Community College,1,48.227389,-114.327258
Great Falls College Montana State University,1,47.485581,-111.269558
Helena College,2,46.595384,-112.016035
Montana State University,282,45.666726,-111.048812
Montana State University Billings,32,45.796896,-108.523009
Montana State University Northern,6,48.54149,-109.687806
Montana Technological University,76,46.012868,-112.559511
Rocky Mountain College,5,45.796522,-108.554075
Salish Kootenai College,,47.598592,-114.111635
Stone Child College,,48.289808,-109.870182
University of Montana,241,46.859312,-113.982912
University of Montana Western,30,45.208306,-112.639264
Chadron State College,64,42.8199,-103.001615
"Concordia University, Nebraska",70,40.914853,-97.089054
Creighton University,365,41.265361,-95.947811
Doane University,108,40.622952,-96.950932
Hastings College,33,40.59025,-98.374403
Midland University,113,41.43674,-96.488008
Nebraska Wesleyan University,188,40.839098,-96.64831
Peru State College,88,40.474689,-95.732731
University of Nebraska Medical Center,16,41.256312,-95.973966
University of Nebraska at Kearney,181,40.701452,-99.098699
University of Nebraska at Omaha,208,41.258769,-96.008516
University of Nebraska-Lincoln,1008,40.817598,-96.700508
Wayne State College,158,42.241556,-97.015122
College of Southern Nevada,83,36.158114,-115.233099
Great Basin College,3,40.84343,-115.767274
Nevada State College,15,35.982345,-114.938044
Truckee Meadows Community College,23,39.571402,-119.796975
"University of Nevada, Las Vegas",240,36.106047,-115.138462
"University of Nevada, Reno",727,39.543642,-119.815377
Western Nevada College,7,39.186158,-119.79036
Colby-Sawyer College,3,43.411663,-71.975805
Dartmouth College,21,43.704115,-72.289949
Franklin Pierce University,19,42.78014,-72.058011
Granite State College,0,43.19291,-71.527241
Great Bay Community College,1,43.072093,-70.798969
Keene State College,8,42.926452,-72.279276
Lakes Region Community College,1,43.507568,-71.462602
NHTI-Concord's Community College,1,43.223621,-71.531979
Nashua Community College,2,42.794576,-71.523462
New England College,17,43.176403,-71.822282
Plymouth State University,18,43.759573,-71.690164
Rivier University,3,42.738676,-71.45626
Saint Anselm College,23,42.986889,-71.503622
Southern New Hampshire University,0,43.038922,-71.451842
University of New Hampshire,222,43.135934,-70.932465
Bloomfield College,5,40.795105,-74.194309
Caldwell University,1,40.832753,-74.272571
Centenary University,1,40.84764,-74.833644
College of Saint Elizabeth,0,40.78182,-74.438221
Drew University,1,40.761829,-74.424584
Fairleigh Dickinson University,2,40.897209,-74.028986
Fairleigh Dickinson University Florham,5,40.774498,-74.432121
Felician University,1,40.867272,-74.096452
Georgian Court University,8,40.099617,-74.228186
Kean University,12,40.677981,-74.233503
Monmouth University,347,40.280066,-74.006447
Montclair State University,49,40.860414,-74.198141
New Jersey City University,1,40.709937,-74.08727
New Jersey Institute of Technology,13,40.741997,-74.177113
Princeton University,75,40.348732,-74.659365
Ramapo College of New Jersey,18,41.080942,-74.174086
Rider University,16,40.278796,-74.737833
Rowan University,611,39.709108,-75.119119
Rutgers University,364,40.498769,-74.446251
Saint Peter's University,5,40.727105,-74.071541
Seton Hall University,17,40.742336,-74.246027
Stevens Institute of Technology,18,40.744776,-74.025334
Stockton University,119,39.492036,-74.531087
The College of New Jersey,3,40.268651,-74.778791
Thomas Edison State University,,40.220487,-74.768562
William Paterson University,15,40.945255,-74.200248
Eastern New Mexico University,24,34.175592,-103.34819
Institute of American Indian Arts,0,35.586563,-106.010015
Navajo Technical University,1,35.687431,-108.149392
New Mexico Highlands University,7,35.596233,-105.219197
New Mexico Institute of Mining and Technology,3,34.067041,-106.905211
New Mexico Military Institute,6,33.409617,-104.524448
New Mexico State University,169,32.281568,-106.752069
Northern New Mexico College,0,36.004073,-106.084395
San Juan College,7,36.770446,-108.169468
Santa Fe Community College,4,35.605871,-105.998054
University of New Mexico,128,35.083868,-106.620155
Western New Mexico University,13,32.7767,-108.283284
Adelphi University,28,40.721439,-73.653321
Adirondack Community College,3,43.351839,-73.654813
Albany College of Pharmacy and Health Sciences,1,42.650371,-73.779063
Albany Medical College,1,42.65382,-73.777289
Alfred University,12,42.254476,-77.788106
Bard College,1,42.020386,-73.909927
Barnard College,2,40.810098000000004,-73.963346
Bryant & Stratton College,2,43.058909,-76.13672
CUNY Baruch College,32,40.740238,-73.983417
CUNY Borough of Manhattan Community College,24,40.71879,-74.011826
CUNY Bronx Community College,11,40.858112,-73.912043
CUNY Brooklyn College,23,40.631517,-73.949898
CUNY City College of New York,24,40.819846,-73.948542
CUNY College of Staten Island,3,40.601831,-74.14849
CUNY Guttman Community College,1,40.75281,-73.984131
CUNY Hostos Community College,1,40.81812,-73.926759
CUNY Hunter College,60,40.768669,-73.964795
CUNY John Jay College of Criminal Justice,6,40.770351,-73.98841
CUNY Kingsborough Community College,7,40.577222,-73.935812
CUNY LaGuardia Community College,37,40.7445,-73.935057
CUNY Lehman College,8,40.872962,-73.895379
CUNY Medgar Evers College,2,40.666256,-73.957076
CUNY New York City College of Technology,10,40.695483,-73.987856
CUNY Queens College,20,40.735182,-73.816098
CUNY Queensborough Community College,6,40.755481,-73.756656
CUNY School of Law,0,40.747797,-73.943621
CUNY York College,35,40.701576,-73.796313
Canisius College,36,42.925206,-78.852577
Cazenovia College,4,42.932489,-75.854882
Clarkson University,8,44.662716,-74.999359
Clinton Community College,1,44.64841,-73.439739
Colgate University,50,42.819475,-75.536346
College of Mount Saint Vincent,6,40.913657,-73.908886999999993
Columbia University,25,40.808286,-73.961885
Columbia-Greene Community College,0,42.217613,-73.818113
Concordia College New York,9,40.943382,-73.82202
Cornell University,166,42.4472,-76.483084
D'Youville College,18,42.902636,-78.890868
Daemen College,10,42.965605,-78.788111
Dominican College,2,41.047419,-73.950555
Dutchess Community College,8,41.724245,-73.904652
Elmira College,167,42.0961,-76.813459
Erie Community College,18,42.881771,-78.872679
Farmingdale State College,41,40.754224,-73.42832
Fashion Institute of Technology,14,40.74731,-73.994781
Finger Lakes Community College,9,42.867556,-77.241801
Fordham University,39,40.859354,-73.882705
Fulton-Montgomery Community College,3,42.983805,-74.297492
Genesee Community College,4,43.016584,-78.137586
Hamilton College,3,43.050245,-75.408195
Hartwick College,21,42.457599,-75.071994
Herkimer County Community College,3,43.032738,-75.007206
Hilbert College,3,42.75464,-78.820257
Hobart William Smith Colleges,39,42.858131,-76.985516
Hofstra University,117,40.715959,-73.60078
Houghton College,1,42.426137,-78.155426
Hudson Valley Community College,22,42.696509,-73.683734
Iona College,94,40.925725,-73.788046
Ithaca College,25,42.422154,-76.494136
Jamestown Community College,13,42.1146,-79.218967
Keuka College,56,42.615253,-77.090562
Le Moyne College,17,43.049192,-76.090435
Long Island University,53,40.820714,-73.593678
Manhattan College,31,40.889756,-73.901893
Manhattanville College,4,41.032187,-73.715645
Marist College,75,41.720937,-73.935484
Marymount Manhattan College,2,40.768787,-73.959767
Medaille College,41,42.92856,-78.855941
Mercy College,29,41.021626,-73.874447
Mohawk Valley Community College,3,43.076765,-75.219367
Molloy College,19,40.685941,-73.626183
Monroe College,13,40.864459,-73.900215
Monroe Community College,41,43.101036,-77.610136
Mount Saint Mary College,9,41.513872,-74.012655
Nassau Community College,37,40.728872,-73.595286
Nazareth College,41,43.101576,-77.518579
New York Chiropractic College,4,42.91173,-76.756232
New York Institute of Technology,4,40.812447,-73.6078
New York Medical College,3,41.085031,-73.810042
New York University,408,40.729452,-73.997264
Niagara County Community College,16,43.147701,-78.87579
Niagara University,26,43.137279,-79.036689
Nyack College,2,40.705756,-74.015628
Onondaga Community College,17,43.006329,-76.197878
Orange County Community College,10,41.438629,-74.426028
Pace University,74,40.711014,-74.004719
Pratt Institute,4,40.691297,-73.96431
Rensselaer Polytechnic Institute,7,42.729978,-73.676646
Roberts Wesleyan College,7,43.125755,-77.798498
Rochester Institute of Technology,22,43.084188,-77.67386
Rockland Community College,3,41.133929,-74.085969
Russell Sage College,2,42.72822,-73.693711
SUNY Albany,180,42.685489,-73.824662
SUNY Alfred State College of Technology,28,42.255262,-77.794631999999993
SUNY Binghamton,224,42.087868,-75.966889
SUNY Brockport,25,43.211926,-77.947188
SUNY Broome Community College,21,42.135872,-75.908065
SUNY Buffalo State,43,42.933832,-78.882125
SUNY Canton,5,44.604096,-75.182906
SUNY Cobleskill,10,42.672534,-74.498258
SUNY College at Potsdam,16,44.662148,-74.973815
SUNY College of Environmental Science and Forestry,3,43.034765,-76.138724
SUNY College of Optometry,15,40.754465,-73.982236
SUNY Corning Community College,16,42.116736,-77.072138
SUNY Cortland,484,42.598022,-76.188655
SUNY Delhi,5,42.269859,-74.924612
SUNY Downstate Health Sciences University,72,40.653855,-73.945535
SUNY Empire State College,27,43.077283,-73.782484
SUNY Geneseo,40,42.796645,-77.821894
SUNY Maritime College,27,40.807217,-73.795309
SUNY Morrisville,19,42.893962,-75.640583
SUNY New Paltz,48,41.740936,-74.082188
SUNY Old Westbury,25,40.799021,-73.571907
SUNY Oneonta,721,42.468861,-75.063632
SUNY Oswego,281,43.454287,-76.540798
SUNY Plattsburgh,13,44.69293,-73.466536
SUNY Polytechnic Institute,4,43.137701,-75.229841
SUNY Purchase College,27,41.047223,-73.701955
SUNY University at Buffalo,229,43.000942,-78.789458
SUNY Westchester Community College,63,41.068458,-73.789669
SUNY at Fredonia,122,42.452236,-79.337375
Sarah Lawrence College,3,40.9355,-73.843727
Schenectady County Community College,4,42.814412,-73.950008
Siena College,67,42.717602,-73.7526
Skidmore College,6,43.097035,-73.785335
St. Bonaventure University,14,42.080191,-78.481107
St. Francis College,2,40.693228,-73.992164
St. John Fisher College,6,43.116259,-77.513056
St. John's University,36,40.722523,-73.796104
St. Joseph's College Long Island,6,40.775933,-73.024661
St. Joseph's College New York,2,40.690418,-73.967664
St. Lawrence University,2,44.589879,-75.161343
St. Thomas Aquinas College,14,41.041576,-73.936799
Stony Brook University,507,40.91476,-73.12046
Suffolk County Community College,135,40.848963,-73.056165
Syracuse University,222,43.040176,-76.136975
The College of Saint Rose,4,42.664297,-73.786661
"The Graduate Center, CUNY",2,40.748612,-73.983822
The New School,2,40.735508,-73.997114
Tompkins Cortland Community College,10,42.502006,-76.287586
Touro College,17,40.753199,-73.989404
Trocaire College,4,42.846693,-78.812398
Ulster County Community College,2,41.851218,-74.128698
Union College,10,42.818097,-73.928788
United States Merchant Marine Academy,3,40.81357,-73.763004
United States Military Academy West Point,109,41.390479,-73.956603
University of Rochester,22,43.126397,-77.631202
Upstate Medical University,59,43.041819,-76.140009
Utica College,17,43.096213,-75.272916
Vassar College,35,41.686895,-73.895088
Wagner College,14,40.615588,-74.092913
Weill Cornell Medical College,3,40.764738,-73.954839
Wells College,0,42.742943,-76.696028
Yeshiva University,3,40.850605,-73.929873
Appalachian State University,1067,36.215536,-81.680583
Barton College,88,35.734376,-77.913867
Belmont Abbey College,63,35.260651,-81.041315
Brevard College,6,35.236763,-82.729494
Campbell University,102,35.409149,-78.738238
Carolinas College of Health Sciences,4,35.200295,-80.838535
Catawba College,15,35.691443,-80.482751
Chowan University,3,36.436258,-77.099141
Davidson College,25,35.499767,-80.843979
Duke University,153,36.001135,-78.937624
Durham Technical Community College,4,35.974768,-78.8817
East Carolina University,1390,35.607186,-77.368291
Elizabeth City State University,38,36.277978,-76.214041
Elon University,310,36.104148,-79.50344
Fayetteville State University,122,35.073641,-78.891696
Gardner-Webb University,118,35.24732,-81.668141
Greensboro College,27,36.071082,-79.800232
Guilford College,22,36.094233,-79.887737
High Point University,153,35.972035,-79.994675
Johnson & Wales University-Charlotte,3,35.233502,-80.851208
Johnson C Smith University,1,35.243033,-80.857251
Lees-McRae College ,22,36.162477,-81.873371
Lenoir-Rhyne University,24,35.739968,-81.327598
Livingstone College,,35.670877,-80.483956
Mars Hill University,14,35.82752,-82.551827
Meredith College,47,35.799351,-78.689995
Methodist University,37,35.135058,-78.874426
Montreat College,13,35.646577,-82.2976
North Carolina A&T State University,211,36.07282,-79.773375
North Carolina Central University,81,35.974237,-78.898602
North Carolina State University,1180,35.785111,-78.674517
North Carolina Wesleyan College,24,36.019665,-77.773982
Pfeiffer University,40,35.484696,-80.283168
Queens University of Charlotte,0,35.189051,-80.833509
Saint Augustine's University,,35.785468,-78.621301
Salem College,0,36.086271000000004,-80.241297
Shaw University,6,35.771181,-78.637693
University of Mount Olive,38,35.208166,-78.069388
University of North Carolina Asheville,22,35.617068,-82.565392
University of North Carolina School of the Arts,8,36.076183,-80.235672
University of North Carolina Wilmington,616,34.225223,-77.875527
University of North Carolina at Chapel Hill,1248,35.911769,-79.050969
University of North Carolina at Charlotte,418,35.306022,-80.730919
University of North Carolina at Greensboro,161,36.068236,-79.809414
University of North Carolina at Pembroke,297,34.688313,-79.200347
Wake Forest University,175,36.133609,-80.277446
Wake Technical Community College,34,35.650151,-78.706126
Warren Wilson College,0,35.610328,-82.442619
Western Carolina University,233,35.308979,-83.186258
William Peace University,8,35.789139,-78.637697
Wingate University,82,34.986064,-80.44305
Winston-Salem State University,45,36.089554,-80.225033
Bismarck State College,132,46.821459,-100.816534
Dakota College at Bottineau,18,48.832505,-100.441103
Dickinson State University,87,46.882917,-102.799679
Lake Region State College,27,48.127948,-98.869034
Mayville State University,17,47.505415,-97.322554
Minot State University,269,48.246961,-101.29861
North Dakota State College of Science,92,46.272158,-96.607379
North Dakota State University,368,46.893127,-96.800838
Nueta Hidatsa Sahnish College,,47.983311,-102.472814
Sitting Bull College,,46.085288,-100.674735
University of Mary,,46.723767,-100.75274
University of North Dakota,1055,47.921654,-97.071738
Valley City State University,41,46.918517,-98.00389
Williston State College,93,48.158603,-103.613066
Northern Marianas College,,15.152247,145.721733
Air Force Institute of Technology-Graduate School of Engineering & Management,,39.782221,-84.082618
Ashland University,49,40.861755,-82.321061
Baldwin Wallace University,49,41.373017,-81.851145
Bluffton University,2,40.895606,-83.899439
Bowling Green State University,509,41.375513,-83.640896
Bowling Green State University Firelands,3,41.397521,-82.594156
Capital University,6,39.954875,-82.937867
Case Western Reserve University,47,41.507419,-81.609596
Cedarville University,28,39.749237,-83.814692
Central State University,10,39.715787,-83.880186
Clark State Community College,,39.896411,-83.799788
Cleveland State University,1,41.502281,-81.674355
Columbus College of Art and Design,1,39.966074,-82.989479
Cuyahoga Community College District,3,41.494906,-81.683533
Defiance College,69,41.296842,-84.357075
Denison University,10,40.071505,-82.523272
Franciscan University of Steubenville,20,40.376919,-80.620524
Heidelberg University,60,41.114833,-83.168387
Hiram College,9,41.3107,-81.143981
John Carroll University,120,41.491321,-81.531338
Kent State University,282,41.146653,-81.342533
Kent State University Geauga Campus,0,41.483727,-81.143085
Kent State University at Ashtabula,0,41.888296,-80.830377
Kent State University at East Liverpool,0,40.616966,-80.576702
Kent State University at Salem,0,40.86408,-80.835458
Kent State University at Stark,0,40.868568,-81.43731
Kent State University at Trumbull,0,41.278748,-80.836232999999993
Kent State University at Tuscarawas,0,40.467736,-81.407707
Kenyon College,2,40.374408,-82.397977
Lake Erie College,13,41.717841,-81.251817
Lorain County Community College,0,41.413293,-82.073549
